schemaname,tablename,indexname,indexdef
public,res_currency_rate,res_currency_rate__name_index,CREATE INDEX res_currency_rate__name_index ON public.res_currency_rate USING btree (name)
public,res_currency_rate,res_currency_rate_pkey,CREATE UNIQUE INDEX res_currency_rate_pkey ON public.res_currency_rate USING btree (id)
public,res_currency_rate,res_currency_rate_unique_name_per_day,"CREATE UNIQUE INDEX res_currency_rate_unique_name_per_day ON public.res_currency_rate USING btree (name, currency_id, company_id)"
public,res_device_log,res_device_log__last_activity_index,CREATE INDEX res_device_log__last_activity_index ON public.res_device_log USING btree (last_activity)
public,res_device_log,res_device_log__session_identifier_index,CREATE INDEX res_device_log__session_identifier_index ON public.res_device_log USING btree (session_identifier)
public,res_device_log,res_device_log__user_id_index,CREATE INDEX res_device_log__user_id_index ON public.res_device_log USING btree (user_id)
public,res_device_log,res_device_log_composite_idx,"CREATE INDEX res_device_log_composite_idx ON public.res_device_log USING btree (user_id, session_identifier, platform, browser, last_activity, id) WHERE (revoked IS NOT TRUE)"
public,res_device_log,res_device_log_pkey,CREATE UNIQUE INDEX res_device_log_pkey ON public.res_device_log USING btree (id)
public,res_device_log,res_device_log_revoked_idx,CREATE INDEX res_device_log_revoked_idx ON public.res_device_log USING btree (revoked) WHERE (revoked IS NOT TRUE)
public,res_groups,res_groups__privilege_id_index,CREATE INDEX res_groups__privilege_id_index ON public.res_groups USING btree (privilege_id)
public,res_groups,res_groups_name_uniq,"CREATE UNIQUE INDEX res_groups_name_uniq ON public.res_groups USING btree (privilege_id, name)"
public,res_groups,res_groups_pkey,CREATE UNIQUE INDEX res_groups_pkey ON public.res_groups USING btree (id)
public,res_groups_implied_rel,res_groups_implied_rel_hid_gid_idx,"CREATE INDEX res_groups_implied_rel_hid_gid_idx ON public.res_groups_implied_rel USING btree (hid, gid)"
public,res_groups_implied_rel,res_groups_implied_rel_pkey,"CREATE UNIQUE INDEX res_groups_implied_rel_pkey ON public.res_groups_implied_rel USING btree (gid, hid)"
public,res_groups_privilege,res_groups_privilege__category_id_index,CREATE INDEX res_groups_privilege__category_id_index ON public.res_groups_privilege USING btree (category_id)
public,res_groups_privilege,res_groups_privilege_pkey,CREATE UNIQUE INDEX res_groups_privilege_pkey ON public.res_groups_privilege USING btree (id)
public,res_groups_report_rel,res_groups_report_rel_gid_uid_idx,"CREATE INDEX res_groups_report_rel_gid_uid_idx ON public.res_groups_report_rel USING btree (gid, uid)"
public,res_groups_report_rel,res_groups_report_rel_pkey,"CREATE UNIQUE INDEX res_groups_report_rel_pkey ON public.res_groups_report_rel USING btree (uid, gid)"
public,res_groups_users_rel,res_groups_users_rel_pkey,"CREATE UNIQUE INDEX res_groups_users_rel_pkey ON public.res_groups_users_rel USING btree (gid, uid)"
public,res_groups_users_rel,res_groups_users_rel_uid_gid_idx,"CREATE INDEX res_groups_users_rel_uid_gid_idx ON public.res_groups_users_rel USING btree (uid, gid)"
public,res_lang,res_lang_code_uniq,CREATE UNIQUE INDEX res_lang_code_uniq ON public.res_lang USING btree (code)
public,res_lang,res_lang_name_uniq,CREATE UNIQUE INDEX res_lang_name_uniq ON public.res_lang USING btree (name)
public,res_lang,res_lang_pkey,CREATE UNIQUE INDEX res_lang_pkey ON public.res_lang USING btree (id)
public,res_lang,res_lang_url_code_uniq,CREATE UNIQUE INDEX res_lang_url_code_uniq ON public.res_lang USING btree (url_code)
public,res_lang_install_rel,res_lang_install_rel_lang_id_language_wizard_id_idx,"CREATE INDEX res_lang_install_rel_lang_id_language_wizard_id_idx ON public.res_lang_install_rel USING btree (lang_id, language_wizard_id)"
public,res_lang_install_rel,res_lang_install_rel_pkey,"CREATE UNIQUE INDEX res_lang_install_rel_pkey ON public.res_lang_install_rel USING btree (language_wizard_id, lang_id)"
public,res_partner,res_partner__barcode_index,CREATE INDEX res_partner__barcode_index ON public.res_partner USING btree (((barcode IS NOT NULL))) WHERE (barcode IS NOT NULL)
public,res_partner,res_partner__commercial_partner_id_index,CREATE INDEX res_partner__commercial_partner_id_index ON public.res_partner USING btree (commercial_partner_id)
public,res_partner,res_partner__company_id_index,CREATE INDEX res_partner__company_id_index ON public.res_partner USING btree (company_id)
public,res_partner,res_partner__company_registry_index,CREATE INDEX res_partner__company_registry_index ON public.res_partner USING btree (company_registry) WHERE (company_registry IS NOT NULL)
public,res_partner,res_partner__complete_name_index,CREATE INDEX res_partner__complete_name_index ON public.res_partner USING btree (complete_name)
public,res_partner,res_partner__name_index,CREATE INDEX res_partner__name_index ON public.res_partner USING btree (name)
public,res_partner,res_partner__parent_id_index,CREATE INDEX res_partner__parent_id_index ON public.res_partner USING btree (parent_id)
public,res_partner,res_partner__ref_index,CREATE INDEX res_partner__ref_index ON public.res_partner USING btree (ref)
public,res_partner,res_partner__vat_index,CREATE INDEX res_partner__vat_index ON public.res_partner USING btree (vat)
public,res_partner,res_partner_phone_partial_gin_idx,"CREATE INDEX res_partner_phone_partial_gin_idx ON public.res_partner USING gin (regexp_replace((phone)::text, '[\s\\./\(\)\-]'::text, ''::text, 'g'::text) gin_trgm_ops) WHERE (phone IS NOT NULL)"
public,res_partner,res_partner_phone_partial_tgm,"CREATE INDEX res_partner_phone_partial_tgm ON public.res_partner USING btree (regexp_replace((phone)::text, '[\s\\./\(\)\-]'::text, ''::text, 'g'::text)) WHERE (phone IS NOT NULL)"
public,res_partner,res_partner_pkey,CREATE UNIQUE INDEX res_partner_pkey ON public.res_partner USING btree (id)
public,res_partner_bank,res_partner_bank__partner_id_index,CREATE INDEX res_partner_bank__partner_id_index ON public.res_partner_bank USING btree (partner_id)
public,res_partner_bank,res_partner_bank_pkey,CREATE UNIQUE INDEX res_partner_bank_pkey ON public.res_partner_bank USING btree (id)
public,res_partner_bank,res_partner_bank_unique_number,"CREATE UNIQUE INDEX res_partner_bank_unique_number ON public.res_partner_bank USING btree (sanitized_acc_number, partner_id)"
public,res_partner_category,res_partner_category__parent_id_index,CREATE INDEX res_partner_category__parent_id_index ON public.res_partner_category USING btree (parent_id)
public,res_partner_category,res_partner_category__parent_path_index,CREATE INDEX res_partner_category__parent_path_index ON public.res_partner_category USING btree (parent_path)
public,res_partner_category,res_partner_category_pkey,CREATE UNIQUE INDEX res_partner_category_pkey ON public.res_partner_category USING btree (id)
public,res_partner_industry,res_partner_industry_pkey,CREATE UNIQUE INDEX res_partner_industry_pkey ON public.res_partner_industry USING btree (id)
public,res_partner_res_partner_category_rel,res_partner_res_partner_category_rel_partner_id_category_id_idx,"CREATE INDEX res_partner_res_partner_category_rel_partner_id_category_id_idx ON public.res_partner_res_partner_category_rel USING btree (partner_id, category_id)"
public,res_partner_res_partner_category_rel,res_partner_res_partner_category_rel_pkey,"CREATE UNIQUE INDEX res_partner_res_partner_category_rel_pkey ON public.res_partner_res_partner_category_rel USING btree (category_id, partner_id)"
public,res_role,res_role_pkey,CREATE UNIQUE INDEX res_role_pkey ON public.res_role USING btree (id)
public,res_role,res_role_unique_name,CREATE UNIQUE INDEX res_role_unique_name ON public.res_role USING btree (name)
public,res_role_res_users_rel,res_role_res_users_rel_pkey,"CREATE UNIQUE INDEX res_role_res_users_rel_pkey ON public.res_role_res_users_rel USING btree (res_role_id, res_users_id)"
public,res_role_res_users_rel,res_role_res_users_rel_res_users_id_res_role_id_idx,"CREATE INDEX res_role_res_users_rel_res_users_id_res_role_id_idx ON public.res_role_res_users_rel USING btree (res_users_id, res_role_id)"
public,res_users,res_users__partner_id_index,CREATE INDEX res_users__partner_id_index ON public.res_users USING btree (partner_id)
public,res_users,res_users_login_key,CREATE UNIQUE INDEX res_users_login_key ON public.res_users USING btree (login)
public,res_users,res_users_pkey,CREATE UNIQUE INDEX res_users_pkey ON public.res_users USING btree (id)
public,res_users_apikeys,res_users_apikeys_pkey,CREATE UNIQUE INDEX res_users_apikeys_pkey ON public.res_users_apikeys USING btree (id)
public,res_users_apikeys,res_users_apikeys_user_id_index_idx,"CREATE INDEX res_users_apikeys_user_id_index_idx ON public.res_users_apikeys USING btree (user_id, index)"
public,res_users_apikeys_description,res_users_apikeys_description_pkey,CREATE UNIQUE INDEX res_users_apikeys_description_pkey ON public.res_users_apikeys_description USING btree (id)
public,res_users_deletion,res_users_deletion_pkey,CREATE UNIQUE INDEX res_users_deletion_pkey ON public.res_users_deletion USING btree (id)
public,res_users_identitycheck,res_users_identitycheck_pkey,CREATE UNIQUE INDEX res_users_identitycheck_pkey ON public.res_users_identitycheck USING btree (id)
public,res_users_log,res_users_log__create_uid_index,CREATE INDEX res_users_log__create_uid_index ON public.res_users_log USING btree (create_uid)
public,res_users_log,res_users_log_pkey,CREATE UNIQUE INDEX res_users_log_pkey ON public.res_users_log USING btree (id)
public,res_users_settings,res_users_settings_pkey,CREATE UNIQUE INDEX res_users_settings_pkey ON public.res_users_settings USING btree (id)
public,res_users_settings,res_users_settings_unique_user_id,CREATE UNIQUE INDEX res_users_settings_unique_user_id ON public.res_users_settings USING btree (user_id)
public,res_users_settings_embedded_action,res_users_settings_embedded_action__user_setting_id_index,CREATE INDEX res_users_settings_embedded_action__user_setting_id_index ON public.res_users_settings_embedded_action USING btree (user_setting_id) WHERE (user_setting_id IS NOT NULL)
public,res_users_settings_embedded_action,res_users_settings_embedded_action_pkey,CREATE UNIQUE INDEX res_users_settings_embedded_action_pkey ON public.res_users_settings_embedded_action USING btree (id)
public,res_users_settings_embedded_action,res_users_settings_embedded_action_res_user_settings_e_91890fa3,"CREATE UNIQUE INDEX res_users_settings_embedded_action_res_user_settings_e_91890fa3 ON public.res_users_settings_embedded_action USING btree (user_setting_id, action_id, res_id)"
public,res_users_settings_volumes,res_users_settings_volumes__guest_id_index,CREATE INDEX res_users_settings_volumes__guest_id_index ON public.res_users_settings_volumes USING btree (guest_id)
public,res_users_settings_volumes,res_users_settings_volumes__partner_id_index,CREATE INDEX res_users_settings_volumes__partner_id_index ON public.res_users_settings_volumes USING btree (partner_id)
public,res_users_settings_volumes,res_users_settings_volumes__user_setting_id_index,CREATE INDEX res_users_settings_volumes__user_setting_id_index ON public.res_users_settings_volumes USING btree (user_setting_id)
public,res_users_settings_volumes,res_users_settings_volumes_guest_unique,"CREATE UNIQUE INDEX res_users_settings_volumes_guest_unique ON public.res_users_settings_volumes USING btree (user_setting_id, guest_id) WHERE (guest_id IS NOT NULL)"
public,res_users_settings_volumes,res_users_settings_volumes_partner_unique,"CREATE UNIQUE INDEX res_users_settings_volumes_partner_unique ON public.res_users_settings_volumes USING btree (user_setting_id, partner_id) WHERE (partner_id IS NOT NULL)"
public,res_users_settings_volumes,res_users_settings_volumes_pkey,CREATE UNIQUE INDEX res_users_settings_volumes_pkey ON public.res_users_settings_volumes USING btree (id)
public,res_users_web_tour_tour_rel,res_users_web_tour_tour_rel_pkey,"CREATE UNIQUE INDEX res_users_web_tour_tour_rel_pkey ON public.res_users_web_tour_tour_rel USING btree (web_tour_tour_id, res_users_id)"
public,res_users_web_tour_tour_rel,res_users_web_tour_tour_rel_res_users_id_web_tour_tour_id_idx,"CREATE INDEX res_users_web_tour_tour_rel_res_users_id_web_tour_tour_id_idx ON public.res_users_web_tour_tour_rel USING btree (res_users_id, web_tour_tour_id)"
public,reset_view_arch_wizard,reset_view_arch_wizard_pkey,CREATE UNIQUE INDEX reset_view_arch_wizard_pkey ON public.reset_view_arch_wizard USING btree (id)
public,resource_calendar,resource_calendar__company_id_index,CREATE INDEX resource_calendar__company_id_index ON public.resource_calendar USING btree (company_id) WHERE (company_id IS NOT NULL)
public,resource_calendar,resource_calendar_pkey,CREATE UNIQUE INDEX resource_calendar_pkey ON public.resource_calendar USING btree (id)
public,resource_calendar_attendance,resource_calendar_attendance__calendar_id_index,CREATE INDEX resource_calendar_attendance__calendar_id_index ON public.resource_calendar_attendance USING btree (calendar_id)
public,resource_calendar_attendance,resource_calendar_attendance__dayofweek_index,CREATE INDEX resource_calendar_attendance__dayofweek_index ON public.resource_calendar_attendance USING btree (dayofweek)
public,resource_calendar_attendance,resource_calendar_attendance__hour_from_index,CREATE INDEX resource_calendar_attendance__hour_from_index ON public.resource_calendar_attendance USING btree (hour_from)
public,resource_calendar_attendance,resource_calendar_attendance_pkey,CREATE UNIQUE INDEX resource_calendar_attendance_pkey ON public.resource_calendar_attendance USING btree (id)
public,resource_calendar_leaves,resource_calendar_leaves__calendar_id_index,CREATE INDEX resource_calendar_leaves__calendar_id_index ON public.resource_calendar_leaves USING btree (calendar_id)
public,resource_calendar_leaves,resource_calendar_leaves__resource_id_index,CREATE INDEX resource_calendar_leaves__resource_id_index ON public.resource_calendar_leaves USING btree (resource_id)
public,resource_calendar_leaves,resource_calendar_leaves_pkey,CREATE UNIQUE INDEX resource_calendar_leaves_pkey ON public.resource_calendar_leaves USING btree (id)
public,resource_resource,resource_resource__user_id_index,CREATE INDEX resource_resource__user_id_index ON public.resource_resource USING btree (user_id) WHERE (user_id IS NOT NULL)
public,resource_resource,resource_resource_pkey,CREATE UNIQUE INDEX resource_resource_pkey ON public.resource_resource USING btree (id)
public,rule_group_rel,rule_group_rel_group_id_rule_group_id_idx,"CREATE INDEX rule_group_rel_group_id_rule_group_id_idx ON public.rule_group_rel USING btree (group_id, rule_group_id)"
public,rule_group_rel,rule_group_rel_pkey,"CREATE UNIQUE INDEX rule_group_rel_pkey ON public.rule_group_rel USING btree (rule_group_id, group_id)"
public,scheduled_message_attachment_rel,scheduled_message_attachment__attachment_id_scheduled_messa_idx,"CREATE INDEX scheduled_message_attachment__attachment_id_scheduled_messa_idx ON public.scheduled_message_attachment_rel USING btree (attachment_id, scheduled_message_id)"
public,scheduled_message_attachment_rel,scheduled_message_attachment_rel_pkey,"CREATE UNIQUE INDEX scheduled_message_attachment_rel_pkey ON public.scheduled_message_attachment_rel USING btree (scheduled_message_id, attachment_id)"
public,server_action_history_wizard,server_action_history_wizard_pkey,CREATE UNIQUE INDEX server_action_history_wizard_pkey ON public.server_action_history_wizard USING btree (id)
public,sms_account_code,sms_account_code_pkey,CREATE UNIQUE INDEX sms_account_code_pkey ON public.sms_account_code USING btree (id)
public,sms_account_phone,sms_account_phone_pkey,CREATE UNIQUE INDEX sms_account_phone_pkey ON public.sms_account_phone USING btree (id)
public,sms_account_sender,sms_account_sender_pkey,CREATE UNIQUE INDEX sms_account_sender_pkey ON public.sms_account_sender USING btree (id)
public,sms_composer,sms_composer_pkey,CREATE UNIQUE INDEX sms_composer_pkey ON public.sms_composer USING btree (id)
public,sms_sms,sms_sms__mail_message_id_index,CREATE INDEX sms_sms__mail_message_id_index ON public.sms_sms USING btree (mail_message_id)
public,sms_sms,sms_sms_pkey,CREATE UNIQUE INDEX sms_sms_pkey ON public.sms_sms USING btree (id)
public,sms_sms,sms_sms_uuid_unique,CREATE UNIQUE INDEX sms_sms_uuid_unique ON public.sms_sms USING btree (uuid)
public,sms_template,sms_template__model_index,CREATE INDEX sms_template__model_index ON public.sms_template USING btree (model)
public,sms_template,sms_template_pkey,CREATE UNIQUE INDEX sms_template_pkey ON public.sms_template USING btree (id)
public,sms_template_preview,sms_template_preview_pkey,CREATE UNIQUE INDEX sms_template_preview_pkey ON public.sms_template_preview USING btree (id)
public,sms_template_reset,sms_template_reset_pkey,CREATE UNIQUE INDEX sms_template_reset_pkey ON public.sms_template_reset USING btree (id)
public,sms_template_sms_template_reset_rel,sms_template_sms_template_res_sms_template_id_sms_template__idx,"CREATE INDEX sms_template_sms_template_res_sms_template_id_sms_template__idx ON public.sms_template_sms_template_reset_rel USING btree (sms_template_id, sms_template_reset_id)"
public,sms_template_sms_template_reset_rel,sms_template_sms_template_reset_rel_pkey,"CREATE UNIQUE INDEX sms_template_sms_template_reset_rel_pkey ON public.sms_template_sms_template_reset_rel USING btree (sms_template_reset_id, sms_template_id)"
public,sms_tracker,sms_tracker__mail_notification_id_index,CREATE INDEX sms_tracker__mail_notification_id_index ON public.sms_tracker USING btree (mail_notification_id) WHERE (mail_notification_id IS NOT NULL)
public,sms_tracker,sms_tracker_pkey,CREATE UNIQUE INDEX sms_tracker_pkey ON public.sms_tracker USING btree (id)
public,sms_tracker,sms_tracker_sms_uuid_unique,CREATE UNIQUE INDEX sms_tracker_sms_uuid_unique ON public.sms_tracker USING btree (sms_uuid)
public,snailmail_letter,snailmail_letter__attachment_id_index,CREATE INDEX snailmail_letter__attachment_id_index ON public.snailmail_letter USING btree (attachment_id) WHERE (attachment_id IS NOT NULL)
public,snailmail_letter,snailmail_letter__message_id_index,CREATE INDEX snailmail_letter__message_id_index ON public.snailmail_letter USING btree (message_id) WHERE (message_id IS NOT NULL)
public,snailmail_letter,snailmail_letter_pkey,CREATE UNIQUE INDEX snailmail_letter_pkey ON public.snailmail_letter USING btree (id)
public,team_favorite_user_rel,team_favorite_user_rel_pkey,"CREATE UNIQUE INDEX team_favorite_user_rel_pkey ON public.team_favorite_user_rel USING btree (team_id, user_id)"
public,team_favorite_user_rel,team_favorite_user_rel_user_id_team_id_idx,"CREATE INDEX team_favorite_user_rel_user_id_team_id_idx ON public.team_favorite_user_rel USING btree (user_id, team_id)"
public,utm_campaign,utm_campaign_pkey,CREATE UNIQUE INDEX utm_campaign_pkey ON public.utm_campaign USING btree (id)
public,utm_campaign,utm_campaign_unique_name,CREATE UNIQUE INDEX utm_campaign_unique_name ON public.utm_campaign USING btree (name)
public,utm_medium,utm_medium_pkey,CREATE UNIQUE INDEX utm_medium_pkey ON public.utm_medium USING btree (id)
public,utm_medium,utm_medium_unique_name,CREATE UNIQUE INDEX utm_medium_unique_name ON public.utm_medium USING btree (name)
public,utm_source,utm_source_pkey,CREATE UNIQUE INDEX utm_source_pkey ON public.utm_source USING btree (id)
public,utm_source,utm_source_unique_name,CREATE UNIQUE INDEX utm_source_unique_name ON public.utm_source USING btree (name)
public,utm_stage,utm_stage_pkey,CREATE UNIQUE INDEX utm_stage_pkey ON public.utm_stage USING btree (id)
public,utm_tag,utm_tag_name_uniq,CREATE UNIQUE INDEX utm_tag_name_uniq ON public.utm_tag USING btree (name)
public,utm_tag,utm_tag_pkey,CREATE UNIQUE INDEX utm_tag_pkey ON public.utm_tag USING btree (id)
public,utm_tag_rel,utm_tag_rel_campaign_id_tag_id_idx,"CREATE INDEX utm_tag_rel_campaign_id_tag_id_idx ON public.utm_tag_rel USING btree (campaign_id, tag_id)"
public,utm_tag_rel,utm_tag_rel_pkey,"CREATE UNIQUE INDEX utm_tag_rel_pkey ON public.utm_tag_rel USING btree (tag_id, campaign_id)"
public,web_tour_tour,web_tour_tour_pkey,CREATE UNIQUE INDEX web_tour_tour_pkey ON public.web_tour_tour USING btree (id)
public,web_tour_tour,web_tour_tour_uniq_name,CREATE UNIQUE INDEX web_tour_tour_uniq_name ON public.web_tour_tour USING btree (name)
public,web_tour_tour_step,web_tour_tour_step__tour_id_index,CREATE INDEX web_tour_tour_step__tour_id_index ON public.web_tour_tour_step USING btree (tour_id)
public,web_tour_tour_step,web_tour_tour_step_pkey,CREATE UNIQUE INDEX web_tour_tour_step_pkey ON public.web_tour_tour_step USING btree (id)
public,wizard_ir_model_menu_create,wizard_ir_model_menu_create_pkey,CREATE UNIQUE INDEX wizard_ir_model_menu_create_pkey ON public.wizard_ir_model_menu_create USING btree (id)
